index,Year sold,Month sold,Street,Kind,Number of rooms,Floor,Squared meter,Price
0,2021,12,נירים,דירה בבית קומות,6.0,6.0,134.6,3670000
1,2021,12,קרל נטר,דירה בבית קומות,3.0,3.0,81.0,1770000
2,2021,12,יהודה הלוי,דירה בבית קומות,5.0,5.0,120.0,2400000
3,2021,12,שרירא שמואל,דירה בבית קומות,4.0,2.0,64.32,2050000
4,2021,12,"תרמ""ב",דירה בבית קומות,3.0,3.0,80.98,1640000
5,2021,12,"רש""י",דירה בבית קומות,4.0,2.0,86.44,1710000
6,2021,12,הצופים,דירה בבית קומות,4.0,8.0,105.01,2125000
7,2021,12,כצנלסון,דירה בבית קומות,5.0,6.0,119.0,2650000
8,2021,12,סולד,דירה בבית קומות,4.0,1.0,91.5,2060000
9,2021,12,טיומקין,דירה בבית קומות,3.0,4.0,65.0,2100000
10,2021,12,דרור,דירה בבית קומות,3.0,4.0,60.5,1470000
11,2021,11,פופל מרדכי,דירה בבית קומות,4.0,7.0,97.2,1898000
12,2021,11,אנילביץ,דירה בבית קומות,3.0,2.0,35.0,1200000
13,2021,11,יהודה לייב,דירה בבית קומות,3.0,4.0,52.73,1700000
14,2021,11,שרירא שמואל,דירה בבית קומות,5.0,1.0,113.0,2150000
15,2021,11,הכורמים,דירה בבית קומות,5.0,5.0,117.0,2420000
16,2021,11,שרירא שמואל,דירה בבית קומות,3.0,1.0,63.12,2240000
17,2021,11,שרירא שמואל,דירה בבית קומות,3.0,2.0,63.12,1760000
18,2021,11,שרירא שמואל,דירה בבית קומות,3.0,3.0,63.12,2050000
19,2021,11,הרב סובהי,דירה בבית קומות,3.0,4.0,76.31,1405000
20,2021,11,בית הערבה,דירה בבית קומות,4.0,1.0,80.0,2040000
21,2021,11,"עגנון ש""י",דירה בבית קומות,3.0,2.0,42.0,2400000
22,2021,11,רוטשילד,דירה בבית קומות,4.0,2.0,95.81,1440000
23,2021,11,הורוביץ,דירה בבית קומות,4.0,3.0,84.01,1940000
24,2021,11,הרב ברוק,דירה בבית קומות,2.0,1.0,54.0,1345000
25,2021,11,קרן היסוד,דירה בבית קומות,3.0,2.0,60.34,1800000
26,2021,11,"רמב""ם",דירה בבית קומות,4.0,7.0,110.0,2370000
27,2021,11,פיין בנימין,דירה בבית קומות,3.0,1.0,60.26,1525000
28,2021,11,אייזנבנד,דירה בבית קומות,3.0,6.0,77.78,1610000
29,2021,11,הסמדר,דירה בבית קומות,4.0,2.0,110.3,2350000
30,2021,11,החלמונית,דירה בבית קומות,4.0,4.0,94.5,1700000
31,2021,11,הפסנתר,דירה בבית קומות,3.0,1.0,63.85,2055000
32,2021,11,נהריים,דירה בבית קומות,3.0,1.0,72.28,1800000
33,2021,11,הירקון,דירה בבית קומות,3.0,7.0,63.2,1625000
34,2021,11,התזמורת,דירה בבית קומות,4.0,6.0,82.0,2460000
35,2021,11,נהריים,דירה בבית קומות,2.0,2.0,40.79,1500000
36,2021,11,נהריים,דירה בבית קומות,2.0,1.0,40.79,1562000
37,2021,11,חנקין,דירה בבית קומות,3.0,3.0,47.41,1350000
38,2021,11,שניאור זלמן,דירה בבית קומות,3.0,3.0,47.4,1345000
39,2021,11,אחיעזר,דירה בבית קומות,3.0,2.0,83.94,760000
40,2021,11,רופין,דירה בבית קומות,4.0,2.0,85.35,1475000
41,2021,11,שרירא שמואל,דירה בבית קומות,3.0,1.0,63.12,1700000
42,2021,11,דוידזון,דירה בבית קומות,4.0,2.0,104.4,1800000
43,2021,11,בשארי סעדיה ויוסף,דירה בבית קומות,4.0,2.0,103.02,2700000
44,2021,11,סוקולוב,דירה בבית קומות,3.0,4.0,71.83,1680000
45,2021,11,תל חי,דירה בבית קומות,3.0,3.0,68.24,1785000
46,2021,11,חנקין,דירה בבית קומות,3.0,4.0,77.0,2040000
47,2021,11,שדה נחום,דירה בבית קומות,3.0,2.0,68.0,1800000
48,2021,11,שרירא שמואל,דירה בבית קומות,3.0,2.0,63.12,1810000
49,2021,11,שרירא שמואל,דירה בבית קומות,3.0,1.0,63.12,1770000
50,2021,11,שרירא שמואל,דירה בבית קומות,3.0,5.0,96.0,1870000
51,2021,11,הקוקיה,דירה בבית קומות,5.0,5.0,125.2,1235000
52,2021,11,קפלנסקי,דירה בבית קומות,3.0,1.0,67.5,2455000
53,2021,11,שניאור זלמן,דירה בבית קומות,4.0,3.0,76.35,1500000
54,2021,11,צלליכין,דירה בבית קומות,4.0,0.0,90.0,2330000
55,2021,11,הירשפלד,דירה בבית קומות,4.0,1.0,72.0,1950000
56,2021,11,האחים זיגר,דירה בבית קומות,3.0,1.0,50.64,1390000
57,2021,11,"ריב""ל",דירה בבית קומות,3.0,1.0,72.7,1900000
58,2021,11,ירושלים,דירה בבית קומות,4.0,4.0,71.0,1515000
59,2021,11,תנועות הנוער,דירה בבית קומות,4.0,6.0,82.15,2090000
60,2021,11,הגלים,דירה בבית קומות,4.0,2.0,92.31,2100000
61,2021,11,ההדרים,דירה בבית קומות,5.0,4.0,117.7,2800000
62,2021,11,מעגל השלום,דירה בבית קומות,4.0,5.0,89.0,2550000
63,2021,11,מבצע נחשון,דירה בבית קומות,4.0,1.0,88.3,2215000
64,2021,11,הצופים,דירה בבית קומות,4.0,8.0,80.8,2125000
65,2021,11,בית לחם,דירה בבית קומות,3.0,1.0,65.0,1700000
66,2021,11,השריג,דירה בבית קומות,5.0,5.0,113.0,2500000
67,2021,11,משה בן נחמן,דירה בבית קומות,4.0,1.0,105.0,2080000
68,2021,11,האחים סולימן,דירה בבית קומות,3.0,1.0,77.73,1760000
69,2021,11,ז'בוטינסקי,דירה בבית קומות,3.0,2.0,64.87,1400000
70,2021,11,דן,דירה בבית קומות,4.0,1.0,91.46,2200000
71,2021,11,שרירא שמואל,דירה בבית קומות,4.0,1.0,82.15,1650000
72,2021,11,חיל הרגלים,דירה בבית קומות,3.0,4.0,68.09,1590000
73,2021,11,קאפח,דירה בבית קומות,3.0,5.0,71.0,2020000
74,2021,11,רוטשילד,דירה בבית קומות,3.0,2.0,73.55,1600000
75,2021,11,רוטשילד,דירה בבית קומות,4.0,6.0,83.0,1750000
76,2021,11,הקוקיה,דירה בבית קומות,3.0,1.0,65.6,1720000
77,2021,11,אוסישקין,דירה בבית קומות,3.0,2.0,55.51,1540000
78,2021,11,דרובין יואל,דירה בבית קומות,4.0,3.0,85.43,1830000
79,2021,11,אברבנאל,דירה בבית קומות,4.0,1.0,85.8,1870000
80,2021,11,חיל הצנחנים,דירה בבית קומות,4.0,1.0,83.3,1865000
81,2021,11,שיבת ציון,דירה בבית קומות,4.0,3.0,74.32,1500000
82,2021,11,שינקין,דירה בבית קומות,3.0,1.0,79.03,1650000
83,2021,11,תנחום,דירה בבית קומות,5.0,5.0,120.95,2650000
84,2021,11,הרצל,דירה בבית קומות,2.0,11.0,37.26,1420000
85,2021,11,עולי הגרדום,דירה בבית קומות,3.0,2.0,72.98,1620000
86,2021,11,טיומקין,דירה בבית קומות,4.0,3.0,89.87,1825000
87,2021,11,פינס,דירה בבית קומות,3.0,4.0,70.08,1560000
88,2021,11,הצופים,דירה בבית קומות,4.0,3.0,93.4,2170000
89,2021,11,החלמונית,דירה בבית קומות,4.0,3.0,84.0,1720000
90,2021,11,אחיעזר,דירה בבית קומות,3.0,2.0,68.22,1470000
91,2021,11,מבצע נחשון,דירה בבית קומות,5.0,1.0,109.1,2500000
92,2021,11,הפרדס הראשון,דירה בבית קומות,4.0,3.0,108.4,2250000
93,2021,11,הירשפלד,דירה בבית קומות,3.0,2.0,62.6,1645000
94,2021,11,החליל,דירה בבית קומות,3.0,2.0,69.74,2740000
95,2021,11,הגדוד העברי,דירה בבית קומות,6.0,6.0,119.0,3160000
96,2021,11,פינשטיין יונה צבי,דירה בבית קומות,4.0,3.0,77.26,1860000
97,2021,11,שרירא שמואל,דירה בבית קומות,4.0,4.0,63.1,1750000
98,2021,11,ההתיישבות,דירה בבית קומות,5.0,1.0,132.0,2770000
99,2021,11,הרבי מלובביץ,דירה בבית קומות,4.0,2.0,85.38,2100000
100,2021,11,אלרואי,דירה בבית קומות,3.0,1.0,49.0,1415000
101,2021,11,חזון איש,דירה בבית קומות,3.0,3.0,54.0,1400000
102,2021,11,הרבי מלובביץ,דירה בבית קומות,4.0,2.0,85.38,2000000
103,2021,11,"יל""ג",דירה בבית קומות,3.0,0.0,52.47,1440000
104,2021,11,המשוט,קוטג' דו משפחתי,6.0,1.0,290.0,8400000
105,2021,11,הרב נריה,דירה בבית קומות,2.0,1.0,41.36,1530000
106,2021,11,הירשפלד,דירה בבית קומות,4.0,2.0,79.74,1760000
107,2021,11,החלמונית,דירה בבית קומות,6.0,9.0,132.0,2680000
108,2021,11,הכובש,דירה בבית קומות,5.0,5.0,132.0,1860000
109,2021,11,יהודה לייב,דירה בבית קומות,2.5,3.0,64.0,1350000
110,2021,11,התומר,דירה בבית קומות,3.0,1.0,55.28,1550000
111,2021,11,הגיתית,דירה בבית קומות,4.0,1.0,85.0,2150000
112,2021,11,הכובש,דירה בבית קומות,4.0,1.0,91.0,1730000
113,2021,11,מבצע קדש,דירה בבית קומות,4.0,3.0,81.19,1840000
114,2021,11,בן אליעזר,דירה בבית קומות,5.0,5.0,116.87,2500000
115,2021,11,שרף חיים,דירה בבית קומות,4.0,2.0,103.0,2160000
116,2021,11,"אח""י להב",דירה בבית קומות,4.0,1.0,122.48,3140000
117,2021,11,מבצע משה,דירה בבית קומות,5.0,2.0,118.35,2820000
118,2021,11,אנילביץ,דירה בבית קומות,4.0,4.0,93.0,1550000
119,2021,11,בלקינד שמשון,דירה בבית קומות,5.0,6.0,115.58,2700000
120,2021,11,"בית""ר",דירה בבית קומות,2.0,2.0,46.78,1390000
121,2021,11,ויניק,דירה בבית קומות,3.0,4.0,70.0,1725000
122,2021,11,הרב ברוק,דירה בבית קומות,4.0,1.0,98.5,1782000
123,2021,11,"רמב""ם",דירה בבית קומות,5.0,2.0,102.43,2045000
124,2021,11,נורדאו,דירה בבית קומות,3.0,4.0,67.31,1550000
125,2021,11,חיל החימוש,דירה בבית קומות,4.0,3.0,85.71,2050000
126,2021,11,שרירא שמואל,דירה בבית קומות,4.0,4.0,63.1,1680000
127,2021,11,נירים,דירה בבית קומות,5.0,1.0,120.0,1350000
128,2021,11,הרב גורן,דירה בבית קומות,4.0,4.0,88.62,2580000
129,2021,11,נחמה,דירה בבית קומות,2.0,1.0,63.25,1450000
130,2021,11,ברון דבורה,דירה בבית קומות,5.0,5.0,130.0,2860000
131,2021,11,בלפור,דירה בבית קומות,3.0,4.0,81.0,812500
132,2021,11,ירושלים,דירת גג,4.0,6.0,89.0,2230000
133,2021,11,ש בן ציון,דירה בבית קומות,3.0,0.0,46.0,1600000
134,2021,11,ביאליק,דירה בבית קומות,4.0,4.0,88.61,1480000
135,2021,11,יהודה הלוי,דירה בבית קומות,4.0,3.0,97.99,1550000
136,2021,11,הכנסת,דירה בבית קומות,3.0,2.0,46.2,1440000
137,2021,11,הדוגית,דירה בבית קומות,4.0,8.0,84.0,1870000
138,2021,11,חיל האויר,דירה בבית קומות,4.0,4.0,91.95,2430000
139,2021,11,סנש חנה,דירה בבית קומות,2.0,2.0,35.2,1800000
140,2021,11,"אח""י להב",דירה בבית קומות,4.0,5.0,95.93,2786000
141,2021,11,קידוש השם,דירה בבית קומות,4.0,1.0,93.0,1670000
142,2021,11,המרגנית,דירה בבית קומות,3.0,3.0,60.9,1600000
143,2021,11,ז'בוטינסקי,דירה בבית קומות,3.0,5.0,74.42,1945000
144,2021,11,האחים אוסטשינסקי,דירה בבית קומות,2.0,3.0,50.25,1400000
145,2021,11,פינשטיין יונה צבי,דירה בבית קומות,4.0,4.0,88.22,2070000
146,2021,11,פינשטיין יונה צבי,דירה בבית קומות,4.0,3.0,78.29,1890000
147,2021,11,שרירא שמואל,דירה בבית קומות,4.0,3.0,86.07,1640000
148,2021,11,קרל נטר,דירה בבית קומות,4.0,2.0,93.72,2080000
149,2021,11,עין דור,דירה בבית קומות,4.0,1.0,96.0,2410000
150,2021,11,"ביל""ו",דירה בבית קומות,3.0,1.0,73.0,2025000
151,2021,11,קרית ספר,דירה בבית קומות,3.0,3.0,77.64,1500000
152,2021,11,החלמונית,דירה בבית קומות,4.0,7.0,109.8,2100000
153,2021,11,התזמורת,דירה בבית קומות,4.0,4.0,90.24,2470000
154,2021,11,רופין,דירה בבית קומות,4.0,4.0,85.35,1675000
155,2021,11,רופין,דירה בבית קומות,4.0,3.0,107.0,1935000
156,2021,10,גשר,דירה בבית קומות,4.0,6.0,81.9,1940000
157,2021,10,חיל הרגלים,דירה בבית קומות,3.0,1.0,68.09,1645000
158,2021,10,היקינטון,דירה בבית קומות,4.0,3.0,95.6,1930000
159,2021,10,"רמב""ם",דירה בבית קומות,4.0,3.0,81.6,1950000
160,2021,10,התזמורת,דירה בבית קומות,3.0,5.0,70.11,1725000
161,2021,10,חיל החימוש,דירה בבית קומות,4.0,3.0,99.07,2150000
162,2021,10,יהודה הלוי,דירה בבית קומות,3.0,4.0,59.82,1200000
163,2021,10,אלרואי,דירה בבית קומות,3.0,3.0,50.6,1100000
164,2021,10,ברד אברהם,דירה בבית קומות,3.0,2.0,59.0,1540000
165,2021,10,ההתיישבות,דירה בבית קומות,5.0,1.0,130.2,2650000
166,2021,10,הגפן,דירה בבית קומות,4.0,4.0,75.75,1700000
167,2021,10,"צ""ג בנות",דירה בבית קומות,3.0,3.0,81.96,1550000
168,2021,10,שניאור זלמן,דירה בבית קומות,2.0,4.0,40.0,1000000
169,2021,10,הירדן,דירה בבית קומות,4.0,3.0,88.88,1750000
170,2021,10,תל חי,דירה בבית קומות,3.0,3.0,57.76,1540000
171,2021,10,הירשפלד,דירה בבית קומות,4.0,2.0,72.69,1770000
172,2021,10,קרל נטר,דירה בבית קומות,3.0,4.0,56.7,1315000
173,2021,10,תל חי,דירה בבית קומות,3.0,3.0,71.11,1940000
174,2021,10,משורר השואה,דירה בבית קומות,5.0,3.0,82.05,1740000
175,2021,10,השדה,דירה בבית קומות,4.0,3.0,70.88,1502000
176,2021,10,ז'בוטינסקי,דירה בבית קומות,3.0,1.0,66.5,1300000
177,2021,10,ברון דבורה,דירה בבית קומות,4.0,2.0,106.0,2200000
178,2021,10,שיבת ציון,דירה בבית קומות,3.0,2.0,51.0,1360000
179,2021,10,השירה העברית,דירה בבית קומות,3.0,3.0,65.4,1790000
180,2021,10,פינשטיין יונה צבי,דירה בבית קומות,4.0,7.0,94.6,2200000
181,2021,10,"רש""י",דירה בבית קומות,4.0,3.0,101.0,1650000
182,2021,10,התורמוס,דירה בבית קומות,4.0,1.0,86.6,1820000
183,2021,10,ראובן ובת שבע,דירה בבית קומות,3.0,1.0,68.35,1580000
184,2021,10,"מיש""ר",דירה בבית קומות,5.0,3.0,126.2,3110000
185,2021,10,הורוביץ,דירה בבית קומות,3.0,1.0,71.19,1550000
186,2021,10,רוטשילד,דירה בבית קומות,5.0,1.0,103.0,2345000
187,2021,10,הרב צדוק,דירה בבית קומות,3.0,3.0,62.65,1480000
188,2021,10,האחים אוסטשינסקי,דירה בבית קומות,3.0,2.0,55.2,1510000
189,2021,10,קרל נטר,דירה בבית קומות,3.0,4.0,74.79,1810000
190,2021,10,בן אליעזר,דירה בבית קומות,6.0,4.0,201.73,3265000
191,2021,10,יהודה הלוי,דירה בבית קומות,4.0,2.0,67.41,1350000
192,2021,10,ראובן,דירה בבית קומות,3.0,3.0,52.28,1430000
193,2021,10,ההדרים,דירה בבית קומות,3.0,4.0,63.7,1480000
194,2021,10,תורה ועבודה,דירה בבית קומות,3.0,2.0,47.7,1300000
195,2021,10,האחים זיגר,דירה בבית קומות,2.0,3.0,50.64,1250000
196,2021,10,קפלנסקי,דירה בבית קומות,3.0,2.0,66.56,1500000
197,2021,10,תל חי,דירה בבית קומות,3.0,2.0,61.12,1650000
198,2021,10,הירמוך,דירה בבית קומות,4.0,6.0,97.0,1900000
199,2021,10,שפינוזה,דירה בבית קומות,4.0,1.0,71.0,1630000
200,2021,10,שרירא שמואל,דירה בבית קומות,3.0,3.0,77.2,2200000
201,2021,10,הברקן,דירה בבית קומות,7.0,1.0,212.0,3800000
202,2021,10,שפינוזה,דירה בבית קומות,4.0,4.0,89.28,2200000
203,2021,10,מבצע נחשון,דירה בבית קומות,3.0,3.0,75.6,2100000
204,2021,10,השריג,דירה בבית קומות,4.0,3.0,83.65,1190000
205,2021,10,הברון הירש,דירה בבית קומות,3.0,3.0,66.0,1200000
206,2021,10,הרב נורוק,דירה בבית קומות,2.0,1.0,36.0,1640000
207,2021,10,יהודה לייב,דירה בבית קומות,3.0,3.0,52.73,1580000
208,2021,10,קידוש השם,דירה בבית קומות,4.0,3.0,77.0,1200000
209,2021,10,"אז""ר",דירה בבית קומות,3.0,2.0,76.81,1570000
210,2021,10,אברבנאל,דירה בבית קומות,4.0,7.0,90.0,1800000
211,2021,10,הקוקיה,דירה בבית קומות,4.0,7.0,109.8,2520000
212,2021,10,"צ""ג בנות",דירה בבית קומות,4.0,4.0,82.0,1680000
213,2021,10,החלמונית,דירה בבית קומות,4.0,6.0,99.0,2370000
214,2021,10,בית יוסף,דירה בבית קומות,4.0,5.0,98.0,2000000
215,2021,10,קרל נטר,דירה בבית קומות,3.0,2.0,71.84,1400000
216,2021,10,מרגולין,דירה בבית קומות,3.0,3.0,62.87,1300000
217,2021,10,וולפסון,דירה בבית קומות,3.0,4.0,84.73,1680000
218,2021,10,מבצע נחשון,דירה בבית קומות,3.0,6.0,75.0,1835000
219,2021,10,קרית ספר,דירה בבית קומות,4.0,2.0,81.99,1800000
220,2021,10,טיומקין,דירה בבית קומות,4.0,5.0,110.1,2050000
221,2021,10,הסמדר,דירה בבית קומות,4.0,0.0,89.0,3180000
222,2021,10,סניור,דירה בבית קומות,3.0,2.0,58.74,1414000
223,2021,10,חיל החימוש,דירה בבית קומות,4.0,3.0,79.07,1755000
224,2021,10,המפוחית,דירה בבית קומות,3.0,3.0,82.8,2100000
225,2021,10,האחים זיגר,דירה בבית קומות,3.0,2.0,50.64,1525000
226,2021,10,אלחריזי,דירת גן,6.0,0.0,142.85,3880000
227,2021,10,רמז,דירה בבית קומות,3.0,3.0,61.6,1780000
228,2021,10,יהודה לייב,דירה בבית קומות,4.0,4.0,104.9,1530000
229,2021,10,תל חי,דירה בבית קומות,3.0,3.0,63.84,1715000
230,2021,10,נורדאו,דירה בבית קומות,2.0,2.0,44.1,1050000
231,2021,10,הרב נריה,דירה בבית קומות,6.0,4.0,141.01,3800000
232,2021,10,הקישון,דירה בבית קומות,4.0,4.0,93.37,1600000
233,2021,10,התקוה,דירת גג,5.0,7.0,140.0,2950000
234,2021,10,ירושלים,דירה בבית קומות,3.0,4.0,58.1,1460000
235,2021,10,שרף חיים,דירה בבית קומות,3.0,2.0,70.68,1200000
236,2021,10,חיל הרגלים,דירה בבית קומות,3.0,4.0,70.0,1915000
237,2021,10,האיריס,דירה בבית קומות,6.0,5.0,119.75,2650000
238,2021,10,הקוקיה,דירה בבית קומות,4.0,3.0,113.1,1990000
239,2021,10,הייסמן,דירה בבית קומות,3.0,4.0,63.75,1390000
240,2021,10,האבות,דירה בבית קומות,5.0,2.0,103.6,2330000
241,2021,10,נורדאו,דירה בבית קומות,4.0,1.0,84.51,1780000
242,2021,10,הכרכום,דירה בבית קומות,3.0,1.0,66.5,1450000
243,2021,10,הפורצים,דירה,4.0,0.0,103.0,1750000
244,2021,10,קאפח,דירה בבית קומות,5.0,3.0,116.9,2875000
245,2021,10,"הרשב""א",דירה בבית קומות,5.0,4.0,108.43,2500000
246,2021,10,חיל הצנחנים,דירה בבית קומות,4.0,3.0,89.6,1950000
247,2021,10,ברניצקי נתן,דירה,4.0,6.0,108.0,2085000
248,2021,10,דוידזון,דירה בבית קומות,4.0,4.0,80.7,757000
249,2021,10,ראובן ובת שבע,דירה בבית קומות,5.0,7.0,106.43,1730000
250,2021,10,שמשון,דירה בבית קומות,3.0,3.0,83.0,810000
251,2021,10,הצופים,דירה בבית קומות,4.0,5.0,93.4,2169000
252,2021,10,הקוקיה,דירה בבית קומות,5.0,6.0,120.9,1229500
253,2021,10,פינשטיין יונה צבי,דירה בבית קומות,4.0,5.0,83.22,1780000
254,2021,10,יהודה הלוי,דירה בבית קומות,5.0,6.0,120.0,3100000
255,2021,10,בן סרוק,דירה בבית קומות,5.0,9.0,127.8,2710000
256,2021,10,וולפסון,דירה בבית קומות,3.0,2.0,80.5,1660000
257,2021,10,גיבשטיין יהושע,דירה בבית קומות,4.0,3.0,81.15,1740000
258,2021,10,מעגל השלום,דירה בבית קומות,5.0,9.0,106.0,2800000
259,2021,10,דרור,דירה בבית קומות,3.0,6.0,84.52,1600000
260,2021,10,הגדוד העברי,דירה בבית קומות,3.0,3.0,62.71,1490000
261,2021,10,"הרשב""א",דירה בבית קומות,4.0,6.0,81.7,2030000
262,2021,10,הרפסודה,קוטג' דו משפחתי,6.0,2.0,213.0,8500000
263,2021,10,יעקב,דירה בבית קומות,4.0,2.0,78.0,1350000
264,2021,10,"הרשב""א",דירה בבית קומות,3.0,5.0,65.4,1800000
265,2021,10,קרן קימת לישראל,דירה בבית קומות,3.0,3.0,66.15,1600000
266,2021,10,מעגל השלום,דירה בבית קומות,4.0,10.0,94.0,2830000
267,2021,10,ברניצקי נתן,דירה בבית קומות,3.0,1.0,67.68,1600000
268,2021,10,הלל נפתלי,דירה בבית קומות,4.0,1.0,76.28,1630000
269,2021,10,גלילי ישראל,דירה בבית קומות,6.0,17.0,135.0,3620000
270,2021,10,"אז""ר",דירה בבית קומות,3.0,4.0,62.76,1350000
271,2021,10,כצנלסון,דירה בבית קומות,3.0,1.0,57.11,1540000
272,2021,10,האחים אוסטשינסקי,דירה בבית קומות,4.0,1.0,83.1,1800000
273,2021,10,וולפסון,דירה בבית קומות,4.0,2.0,77.88,1745000
274,2021,10,המלחים,דירה בבית קומות,4.0,2.0,94.6,1300000
275,2021,10,"הנצי""ב מוולוז'ין",דירה בבית קומות,5.0,1.0,100.28,2330000
276,2021,10,יהודה לייב,דירה,4.0,6.0,92.0,1810000
277,2021,10,ברניצקי נתן,דירה,5.0,5.0,112.0,2200000
278,2021,10,חנקין,דירה בבית קומות,4.0,5.0,105.0,2420000
279,2021,10,ברזילי,דירה בבית קומות,4.0,3.0,75.25,1705000
280,2021,10,הרצל,דירה בבית קומות,3.0,5.0,52.8,1680000
281,2021,10,הרב קוק,דירה בבית קומות,4.0,1.0,73.43,1590000
282,2021,10,קרן היסוד,דירה בבית קומות,4.0,1.0,85.0,1760000
283,2021,10,שרירא שמואל,דירה בבית קומות,3.0,4.0,63.93,1565000
284,2021,10,מורדי הגטאות,דירה בבית קומות,3.0,3.0,56.5,1240000
285,2021,10,חיל הצנחנים,דירה בבית קומות,4.0,0.0,91.95,2450000
286,2021,10,אבשלום,דירה בבית קומות,3.0,1.0,59.39,1520000
287,2021,10,"פיק""א",דירה בבית קומות,4.0,1.0,108.0,2150000
288,2021,10,דרור,דירה בבית קומות,4.0,3.0,69.0,1013333
289,2021,10,משה בן נחמן,דירה בבית קומות,4.0,2.0,96.0,2130000
290,2021,10,הרב שלינקה יצחק,דירה בבית קומות,3.0,6.0,78.0,2220000
291,2021,10,יהודה,דירה בבית קומות,3.0,2.0,66.3,1500000
292,2021,10,פינשטיין יונה צבי,דירה בבית קומות,4.0,3.0,77.44,1800000
293,2021,10,המורן,דירה בבית קומות,3.0,3.0,64.0,1430000
294,2021,10,שרף חיים,דירה בבית קומות,4.0,5.0,116.87,2310000
295,2021,10,מזרחי משה,דירה בבית קומות,4.0,1.0,77.75,1495000
296,2021,10,הורוביץ,דירה בבית קומות,2.0,1.0,63.06,1168000
297,2021,10,אלרואי,דירה בבית קומות,3.0,1.0,48.4,1300000
298,2021,10,תל חי,דירה בבית קומות,3.0,4.0,64.98,1530000
299,2021,10,הצופים,דירה בבית קומות,4.0,1.0,116.16,2350000
300,2021,10,מעונות ברכה,דירה בבית קומות,3.0,1.0,69.94,1760000
301,2021,10,גלילי ישראל,דירה,5.0,12.0,122.0,3800000
302,2021,10,ברזילי,דירה בבית קומות,3.0,2.0,70.5,1770000
303,2021,10,סנש חנה,דירה בבית קומות,4.0,6.0,84.0,1349000
304,2021,10,נורדאו,דירה בבית קומות,3.0,1.0,54.3,1500000
305,2021,10,פינס,דירה בבית קומות,4.0,2.0,77.68,1600000
306,2021,10,פינשטיין יונה צבי,דירה בבית קומות,4.0,7.0,78.29,1865000
307,2021,10,התזמורת,דירה בבית קומות,3.0,1.0,65.05,1870000
308,2021,10,רמז,דירה בבית קומות,3.0,3.0,60.64,1600000
309,2021,10,החליל,דירה בבית קומות,4.0,2.0,67.09,1855000
310,2021,10,יהודה הלוי,דירה בבית קומות,3.0,4.0,48.4,1125000
311,2021,10,קרן קימת,דירה בבית קומות,5.0,1.0,114.12,2144000
312,2021,10,הרצל,דירה בבית קומות,3.0,10.0,52.8,1665000
313,2021,10,השומר,דירה בבית קומות,4.0,7.0,77.45,1760000
314,2021,10,מעגל השלום,דירה בבית קומות,4.0,1.0,89.0,2450000
315,2021,10,ברניצקי נתן,דירה,5.0,6.0,123.0,2300000
316,2021,10,"הרשב""א",דירה בבית קומות,3.0,10.0,70.0,2270000
317,2021,10,לובמן חביב,דירה בבית קומות,4.0,2.0,94.77,1760000
318,2021,10,תדהר דוד,דירה בבית קומות,5.0,1.0,88.0,1480000
319,2021,10,אלקלעי,דירה בבית קומות,4.0,2.0,70.91,720000
320,2021,10,קרן קימת,דירה בבית קומות,2.0,3.0,45.95,1370000
321,2021,10,מאירוביץ,דירה בבית קומות,4.0,6.0,85.5,1775000
322,2021,10,אחיעזר,דירה בבית קומות,3.0,3.0,78.11,1500000
323,2021,10,הגדוד העברי,דירה בבית קומות,5.0,1.0,94.76,1860000
324,2021,10,שניאור זלמן,דירה בבית קומות,2.0,4.0,40.0,1100000
325,2021,10,מבצע יואב,דירה בבית קומות,3.0,6.0,71.89,2000000
326,2021,10,ברניצקי נתן,דירה בבית קומות,4.0,4.0,121.5,2520000
327,2021,10,שרירא שמואל,דירה בבית קומות,3.0,3.0,62.19,1540000
328,2021,10,ברניצקי נתן,דירה,4.0,5.0,100.0,2068000
329,2021,10,לילינבלום,דירה בבית קומות,3.0,1.0,66.22,800000
330,2021,10,התקוה,דירת גג,4.0,7.0,117.0,2630000
331,2021,10,הרקפת,דירה בבית קומות,6.0,1.0,179.0,3675000
332,2021,10,החרצית,דירה בבית קומות,3.0,4.0,66.0,1757000
333,2021,10,אלון יגאל,דירה בבית קומות,4.0,6.0,91.5,2150000
334,2021,10,דרור,דירה בבית קומות,3.0,4.0,66.06,1625000
335,2021,10,טיומקין,דירה,4.0,5.0,110.0,2150000
336,2021,10,שיבת ציון,דירה בבית קומות,4.0,4.0,85.9,1420000
337,2021,10,דן,דירה בבית קומות,5.0,0.0,91.76,3300000
338,2021,10,סנש חנה,דירה בבית קומות,3.0,2.0,56.5,1550000
339,2021,10,גיבשטיין יהושע,דירה בבית קומות,4.0,2.0,63.09,1575000
340,2021,10,קפלנסקי,דירה בבית קומות,3.0,1.0,70.14,1000000
341,2021,10,האחים סמילצ'נסקי,דירה בבית קומות,5.0,2.0,115.0,3330000
342,2021,10,אנילביץ,דירה בבית קומות,5.0,4.0,91.0,1400000
343,2021,10,קרל נטר,דירה בבית קומות,3.0,2.0,68.24,1760000
344,2021,10,פינשטיין יונה צבי,דירה בבית קומות,4.0,7.0,94.6,1855000
345,2021,10,הרותם,דירה בבית קומות,3.0,2.0,62.1,1580000
346,2021,10,קורצ'ק יאנוש,דירה בבית קומות,3.0,3.0,64.0,1510000
