index,Year sold,Month sold,Street,Kind,Number of rooms,Floor,Squared meter,Price
2736,2020,8,תורה ועבודה,דירה בבית קומות,5.0,2.0,122.0,1560000
2737,2020,8,רוטשילד,דירה בבית קומות,4.0,3.0,83.0,1610000
2738,2020,8,האחים סולימן,דירה בבית קומות,3.5,6.0,81.3,1950000
2739,2020,8,התורמוס,דירה בבית קומות,4.0,3.0,92.95,1850000
2740,2020,8,הרב גורן,דירה בבית קומות,4.0,2.0,96.31,1950000
2741,2020,8,הגפן,דירה בבית קומות,4.0,3.0,79.5,5363000
2742,2020,8,האתרוג,בית בודד,4.0,0.0,127.9,1700000
2743,2020,8,קרן קימת,דירה בבית קומות,3.0,2.0,67.6,1430000
2744,2020,8,גנות צבי,דירה בבית קומות,4.0,2.0,87.38,2250000
2745,2020,8,יהודה הלוי,דירה בבית קומות,3.0,3.0,75.0,1800000
2746,2020,8,שינקין,דירה בבית קומות,4.0,5.0,88.36,1825000
2747,2020,8,הרותם,דירה בבית קומות,3.0,2.0,62.1,1346000
2748,2020,8,עין דור,דירה בבית קומות,4.0,2.0,114.6,2255000
2749,2020,8,בן גוריון,דירה בבית קומות,3.0,6.0,73.03,1400000
2750,2020,8,וייז סטפן,דירה בבית קומות,4.0,3.0,83.91,1530000
2751,2020,8,הנרקיס,דירה בבית קומות,4.0,2.0,83.2,1770000
2752,2020,8,הדגן,דירה בבית קומות,4.5,2.0,102.75,2130000
2753,2020,8,יהודה לייב,דירה בבית קומות,4.0,2.0,104.9,1440000
2754,2020,8,גנות צבי,דירה בבית קומות,5.0,5.0,112.0,3300000
2755,2020,8,המרגנית,דירה בבית קומות,3.0,1.0,65.0,1525000
2756,2020,8,הגדוד העברי,דירה בבית קומות,4.0,1.0,92.15,1865000
2757,2020,8,אנילביץ,דירה בבית קומות,2.5,4.0,56.5,1350000
2758,2020,8,רוטנברג,דירה בבית קומות,3.0,4.0,62.64,1310000
2759,2020,8,הרב גורן,דירה בבית קומות,5.0,3.0,102.0,2525000
2760,2020,8,הבוצרים,דירה בבית קומות,5.0,3.0,123.5,2240000
2761,2020,8,מצדה,קוטג' חד משפחתי,6.0,2.0,220.0,3440000
2762,2020,8,הגיתית,דירה בבית קומות,5.0,7.0,102.0,2710000
2763,2020,8,מורשת ישראל,דירה בבית קומות,3.0,6.0,65.4,1785000
2764,2020,8,ברנשטיין,דירה בבית קומות,5.0,4.0,119.6,2090000
2765,2020,8,הסיפון,דירה בבית קומות,7.0,1.0,168.0,6820000
2766,2020,8,יהודה הלוי,דירה בבית קומות,3.0,4.0,58.58,1250000
2767,2020,8,הנרקיס,דירה בבית קומות,3.0,5.0,61.3,1590000
2768,2020,8,דרור,דירה בבית קומות,3.0,4.0,68.18,1326000
2769,2020,8,התזמורת,דירה בבית קומות,3.0,2.0,72.52,2000000
2770,2020,8,חיל האויר,דירה בבית קומות,4.0,4.0,96.25,2340000
2771,2020,8,התזמורת,דירה בבית קומות,4.5,1.0,98.38,2050000
2772,2020,8,אלירז שלמה,דירה,5.0,23.0,139.0,2400000
2773,2020,8,דרור,דירה בבית קומות,3.5,3.0,74.59,1530000
2774,2020,8,עזרא,קוטג' דו משפחתי,3.0,1.0,61.0,1900000
2775,2020,8,ויצמן,דירה בבית קומות,4.0,2.0,104.0,2320000
2776,2020,8,רוטשילד,דירה בבית קומות,4.0,7.0,83.0,1650000
2777,2020,8,וולפסון,דירה בבית קומות,4.0,4.0,67.0,1570000
2778,2020,8,האחים אוסטשינסקי,דירה בבית קומות,4.0,5.0,83.1,1690000
2779,2020,8,תנועות הנוער,דירה בבית קומות,3.0,1.0,84.26,1740000
2780,2020,8,מעגל השלום,דירה בבית קומות,4.0,11.0,96.0,2600000
2781,2020,8,אוסישקין,דירה בבית קומות,3.0,0.0,56.85,1515000
2782,2020,8,"איתמר בן אב""י",דירה בבית קומות,3.5,4.0,69.44,1360000
2783,2020,8,טופורובסקי,דירה בבית קומות,6.0,3.0,138.94,2218000
2784,2020,8,המעיין,דירה בבית קומות,3.5,6.0,84.46,1750000
2785,2020,8,ארנון משה,דירה בבית קומות,3.0,3.0,60.8,1300000
2786,2020,8,עין הקורא,דירה בבית קומות,5.0,5.0,105.85,2135000
2787,2020,8,שליט,דירה בבית קומות,3.5,2.0,77.57,1450000
2788,2020,8,שדמות דבורה,דירה בבית קומות,4.0,5.0,126.0,2150000
2789,2020,8,החייל האלמוני,דירה בבית קומות,2.0,1.0,57.4,1230000
2790,2020,8,המרגנית,דירה בבית קומות,3.0,4.0,55.3,1565000
2791,2020,8,מעגל השלום,דירה בבית קומות,5.0,14.0,111.0,3150000
2792,2020,8,הרב נריה,דירה בבית קומות,5.0,6.0,121.71,2480000
2793,2020,8,קרון אהרון,דירה בבית קומות,3.0,3.0,53.85,1700000
2794,2020,8,עולי הגרדום,דירה בבית קומות,4.0,3.0,86.5,1950000
2795,2020,8,רפאל אריה,דירה בבית קומות,3.5,3.0,74.28,1540000
2796,2020,8,משמר הירדן,דירה בבית קומות,3.0,1.0,71.56,1500000
2797,2020,8,אהרון הכהן,דירה בבית קומות,5.0,2.0,117.4,2420000
2798,2020,8,טיומקין,דירה בבית קומות,3.0,1.0,60.0,1300000
2799,2020,8,הרב מינץ,דירה בבית קומות,2.0,1.0,36.0,592000
2800,2020,8,החלמונית,דירה בבית קומות,4.0,7.0,94.9,1980000
2801,2020,8,הצבעוני,דירה בבית קומות,3.0,1.0,64.0,1565000
2802,2020,8,דוידזון,דירה בבית קומות,4.0,1.0,81.0,1500000
2803,2020,8,חלץ,דירה בבית קומות,3.0,4.0,62.14,1550000
2804,2020,8,"רמב""ם",דירה בבית קומות,4.0,2.0,90.61,1735000
2805,2020,8,"אח""י מזנק",קוטג' טורי,7.0,1.0,320.0,4200000
2806,2020,8,דרור,דירה בבית קומות,3.0,2.0,67.77,1360000
2807,2020,8,טירת צבי,דירה בבית קומות,3.5,3.0,76.3,1850000
2808,2020,8,שניאור זלמן,דירה בבית קומות,4.0,3.0,64.8,1500000
2809,2020,8,וולפסון,דירה בבית קומות,3.0,1.0,70.32,1320000
2810,2020,8,קפלנסקי,דירה בבית קומות,4.0,3.0,73.71,1650000
2811,2020,8,נורדאו,קוטג' חד משפחתי,5.0,1.0,103.0,3800000
2812,2020,8,הנחשול,קוטג' דו משפחתי,6.0,1.0,226.0,3950000
2813,2020,8,פינשטיין יונה צבי,דירה בבית קומות,4.0,3.0,94.6,1700000
2814,2020,8,אריאב חיים,דירה בבית קומות,3.0,3.0,46.2,1330000
2815,2020,8,האחים סמילצ'נסקי,דירה בבית קומות,4.0,2.0,86.54,1640000
2816,2020,8,אלירז שלמה,דירה בבית קומות,4.0,9.0,109.0,2065000
2817,2020,8,בצלאל,דירה בבית קומות,2.5,2.0,52.74,1360000
2818,2020,8,קאליב,דירה בבית קומות,4.0,2.0,87.6,1210000
2819,2020,8,תל חי,דירה בבית קומות,3.0,1.0,62.99,1900000
2820,2020,8,וולפסון,דירה בבית קומות,3.0,1.0,62.78,1600000
2821,2020,8,יוחנן הסנדלר,דירה בבית קומות,3.5,3.0,76.7,1780000
2822,2020,8,ברניצקי נתן,דירה בבית קומות,3.0,4.0,66.39,1345000
2823,2020,8,הזהבית,דירה בבית קומות,3.0,2.0,70.84,1550000
2824,2020,8,הגלים,דירה בבית קומות,3.5,3.0,77.2,1690000
2825,2020,8,"עגנון ש""י",דירה בבית קומות,4.0,4.0,82.0,1580000
2826,2020,8,בוגלה יונה,דירה בבית קומות,5.0,1.0,110.0,2650000
2827,2020,8,הרב סובהי,דירה בבית קומות,3.5,4.0,73.21,1280000
2828,2020,8,היקינטון,דירה בבית קומות,4.5,3.0,97.16,1850000
2829,2020,8,"ריב""ל",דירה בבית קומות,3.5,5.0,94.0,2000000
2830,2020,8,אנילביץ,דירה בבית קומות,3.0,2.0,35.0,1150000
2831,2020,8,התאנה,דירה בבית קומות,3.5,2.0,75.58,1450000
2832,2020,7,לוין מיכאל וחנה,דירה בבית קומות,3.0,4.0,70.68,1280000
2833,2020,7,מזרחי משה,דירה בבית קומות,4.0,3.0,94.24,1540000
2834,2020,7,ויצמן,דירה בבית קומות,5.0,6.0,121.0,2620000
2835,2020,7,קפלנסקי,דירה בבית קומות,3.0,4.0,62.25,1530000
2836,2020,7,הרב סובהי,דירה בבית קומות,3.0,4.0,65.45,1250000
2837,2020,7,בן אליעזר,דירה בבית קומות,5.0,1.0,116.87,2300000
2838,2020,7,האחים סמילצ'נסקי,דירה בבית קומות,4.0,3.0,111.0,2600000
2839,2020,7,וולפסון,דירה בבית קומות,2.5,3.0,49.8,1250000
2840,2020,7,הרב סובהי,דירה בבית קומות,4.0,3.0,74.0,1530000
2841,2020,7,שדה נחום,דירה בבית קומות,3.0,1.0,68.0,1790000
2842,2020,7,התזמורת,דירה בבית קומות,4.0,9.0,83.1,2080000
2843,2020,7,ברניצקי נתן,דירה בבית קומות,3.0,0.0,63.0,1450000
2844,2020,7,נורדאו,דירה בבית קומות,4.0,1.0,81.52,1502000
2845,2020,7,עטרות,דירה בבית קומות,2.0,2.0,42.0,989000
2846,2020,7,"אז""ר",דירה בבית קומות,3.0,4.0,75.66,1450000
2847,2020,7,עטרות,דירה בבית קומות,2.0,2.0,42.0,950000
2848,2020,7,עטרות,דירה בבית קומות,2.0,2.0,56.2,1111000
2849,2020,7,קרן קימת לישראל,דירה בבית קומות,5.0,7.0,105.0,1640000
2850,2020,7,עטרות,דירה בבית קומות,3.0,1.0,76.1,1325000
2851,2020,7,עטרות,דירה בבית קומות,3.0,1.0,76.1,1250000
2852,2020,7,שפרינצק,דירה בבית קומות,3.0,5.0,63.2,1400000
2853,2020,7,ביאליק,דירה בבית קומות,2.0,7.0,69.0,1079000
2854,2020,7,גולדה מאיר,דירה בבית קומות,4.0,19.0,130.0,3428000
2855,2020,7,נעמן,דירה בבית קומות,3.5,1.0,77.88,1550000
2856,2020,7,רוטשילד,דירה בבית קומות,4.0,2.0,93.58,1437000
2857,2020,7,ירושלים,דירה בבית קומות,3.0,2.0,60.6,1175000
2858,2020,7,אייזנבנד,דירה בבית קומות,3.0,4.0,77.78,1480000
2859,2020,7,פופל מרדכי,דירה בבית קומות,4.5,7.0,97.2,1650000
2860,2020,7,לנדאו,דירה בבית קומות,4.0,5.0,91.53,1780000
2861,2020,7,חיל הצנחנים,דירה בבית קומות,5.0,3.0,97.0,1900000
2862,2020,7,יהודה לייב,דירה בבית קומות,4.0,7.0,81.0,815000
2863,2020,7,עולי הגרדום,דירה בבית קומות,4.0,3.0,75.61,1580000
2864,2020,7,יהודה,דירה בבית קומות,3.0,4.0,63.8,1230000
2865,2020,7,בן סרוק,דירה בבית קומות,4.0,2.0,83.59,1975000
2866,2020,7,מזרחי משה,דירה בבית קומות,5.0,4.0,135.8,2610000
2867,2020,7,עולי הגרדום,דירה בבית קומות,5.0,5.0,138.0,2300000
2868,2020,7,התוף,דירה בבית קומות,2.5,3.0,44.0,1580000
2869,2020,7,האחים סמילצ'נסקי,דירה בבית קומות,3.0,3.0,71.32,1500000
2870,2020,7,עולי הגרדום,דירה בבית קומות,4.0,1.0,84.27,1730000
2871,2020,7,העסיס,דירה בבית קומות,4.0,3.0,84.4,1860000
2872,2020,7,הסמדר,דירה בבית קומות,5.0,1.0,106.9,2725000
2873,2020,7,קורצ'ק יאנוש,דירה בבית קומות,4.0,3.0,79.1,1635000
2874,2020,7,טשרניחובסקי,דירה בבית קומות,2.0,0.0,46.0,1100000
2875,2020,7,הבשן,דירה בבית קומות,4.0,2.0,112.0,2125000
2876,2020,7,הרב מינץ,דירה בבית קומות,3.0,2.0,54.4,1385000
2877,2020,7,נחמה,דירה בבית קומות,5.0,5.0,117.0,2120000
2878,2020,7,נחל שורק,דירה בבית קומות,4.5,2.0,93.0,2000000
2879,2020,7,עולי הגרדום,דירה בבית קומות,3.0,2.0,60.81,1600000
2880,2020,7,אלירז שלמה,דירה בבית קומות,4.0,5.0,109.0,2030000
2881,2020,7,טיומקין,דירה בבית קומות,2.5,2.0,55.2,1320000
2882,2020,7,מיכה יוסף,דירה בבית קומות,3.0,1.0,62.32,1562000
2883,2020,7,הגלים,דירה בבית קומות,5.0,8.0,120.59,2142000
2884,2020,7,אריאב חיים,דירה בבית קומות,2.0,2.0,36.2,1000000
2885,2020,7,הזהבית,דירה בבית קומות,4.0,6.0,76.7,1720000
2886,2020,7,לנדאו חיים,דירה בבית קומות,3.0,3.0,72.5,1485000
2887,2020,7,רמז,דירה בבית קומות,4.0,1.0,77.44,1520000
2888,2020,7,"הרשב""א",דירה בבית קומות,5.0,9.0,108.43,2740000
2889,2020,7,אבן גבירול,דירה בבית קומות,5.0,0.0,115.1,3180000
2890,2020,7,ברנדיס,דירה בבית קומות,3.0,5.0,78.0,1550000
2891,2020,7,תל חי,דירה בבית קומות,3.0,1.0,78.0,1860000
2892,2020,7,אברבנאל,דירה בבית קומות,3.0,1.0,61.6,1375000
2893,2020,7,גלילי ישראל,דירה בבית קומות,5.0,7.0,138.0,3000000
2894,2020,7,דרור,דירה בבית קומות,3.5,1.0,76.0,1545000
2895,2020,7,חיל החימוש,דירה בבית קומות,3.5,3.0,77.99,1656000
2896,2020,7,האחים אוסטשינסקי,דירה בבית קומות,4.0,3.0,107.6,1770000
2897,2020,7,כתריאל,דירה בבית קומות,4.0,3.0,107.8,2275000
2898,2020,7,אנילביץ,דירה בבית קומות,4.0,3.0,93.0,1270000
2899,2020,7,העסיס,דירה בבית קומות,3.0,2.0,73.5,1725000
2900,2020,7,בן זאב,דירה בבית קומות,3.0,2.0,84.93,1400000
2901,2020,7,האיריס,דירה בבית קומות,4.0,6.0,79.59,1670000
2902,2020,7,"הרשב""א",דירה בבית קומות,4.0,7.0,100.0,2170000
2903,2020,7,גנות צבי,דירה בבית קומות,4.0,4.0,100.78,2480000
2904,2020,7,הרב עוזיאל,דירה בבית קומות,3.0,3.0,62.59,1300000
2905,2020,7,עולי הגרדום,דירת גג,6.0,7.0,170.0,2950000
2906,2020,7,מרגולין,דירה בבית קומות,4.0,2.0,87.71,1590000
2907,2020,7,קרצ'בסקי,דירה בבית קומות,5.0,1.0,114.95,1550000
2908,2020,7,הכורמים,דירה בבית קומות,5.0,6.0,117.0,2000000
2909,2020,7,ארנון משה,דירה בבית קומות,4.0,2.0,82.6,1650000
2910,2020,7,הגדוד העברי,דירה בבית קומות,3.5,2.0,77.97,1480000
2911,2020,7,התומר,דירה בבית קומות,3.0,2.0,79.18,1500000
2912,2020,7,"תרמ""ב",דירה בבית קומות,2.0,5.0,43.3,1300000
2913,2020,7,הסתוונית,דירה בבית קומות,3.0,1.0,64.0,1580000
2914,2020,7,דובנוב,קוטג' דו משפחתי,4.0,0.0,119.0,2750000
2915,2020,7,מבצע משה,דירה בבית קומות,5.0,14.0,113.5,4100000
2916,2020,7,ירושלים,דירה בבית קומות,3.0,1.0,66.07,1280000
2917,2020,7,לילינבלום,דירה בבית קומות,3.0,2.0,62.18,1535000
2918,2020,7,רחבעם זאבי,דירה בבית קומות,4.0,2.0,112.0,2550000
2919,2020,7,גבעתי,דירה בבית קומות,5.0,5.0,106.6,1430000
2920,2020,7,אלרואי,דירה בבית קומות,3.0,5.0,48.4,1050000
2921,2020,7,סוקולוב,דירה בבית קומות,3.0,4.0,60.81,1250000
2922,2020,7,משורר השואה,דירה בבית קומות,3.0,2.0,47.1,1240000
2923,2020,7,טיומקין,דירה בבית קומות,3.0,3.0,53.5,1600000
2924,2020,7,ירושלים,דירה בבית קומות,4.0,6.0,82.96,1700000
2925,2020,7,מרגולין,דירה בבית קומות,4.0,5.0,87.71,1555000
2926,2020,7,גינוסר,דירה בבית קומות,4.5,1.0,96.7,1690000
2927,2020,7,"הרשב""א",דירה בבית קומות,4.0,3.0,95.6,2130000
2928,2020,7,הנחשול,דירה בבית קומות,4.0,3.0,75.6,1870000
2929,2020,7,וייז סטפן,דירה בבית קומות,4.0,4.0,89.88,1690000
2930,2020,7,אורנבך אשר,דירה בבית קומות,5.0,5.0,126.7,2675000
2931,2020,7,הבן הראשון,דירה בבית קומות,6.0,5.0,131.46,2925000
2932,2020,7,האבות,דירה בבית קומות,5.0,7.0,120.0,2725000
2933,2020,7,יהודה הלוי,דירה בבית קומות,3.0,1.0,56.71,1250000
2934,2020,7,פופל מרדכי,דירה בבית קומות,4.0,4.0,88.0,1580000
2935,2020,7,קרל נטר,דירה בבית קומות,3.0,4.0,63.0,1390000
2936,2020,7,הפרדס הראשון,דירה בבית קומות,4.0,4.0,100.46,2125000
2937,2020,7,גנות צבי,דירה בבית קומות,3.0,1.0,79.0,1860000
2938,2020,7,וולפסון,דירה בבית קומות,3.0,2.0,67.27,1570000
2939,2020,7,תנועות הנוער,דירה בבית קומות,4.0,5.0,89.0,2070000
2940,2020,7,קרן היסוד,דירה בבית קומות,3.0,4.0,63.5,1200000
2941,2020,7,אחיעזר,דירה בבית קומות,3.0,4.0,73.79,266000
2942,2020,7,חיל התותחנים,דירה בבית קומות,4.0,7.0,103.0,2200000
2943,2020,7,החלמונית,דירה בבית קומות,5.0,1.0,108.0,2060000
2944,2020,7,גולינקין,דירה בבית קומות,3.0,2.0,47.1,1260000
2945,2020,7,עליזה בגין,דירה בבית קומות,4.0,8.0,104.0,2360000
2946,2020,7,בן אליעזר,דירה בבית קומות,5.0,2.0,108.39,1742000
2947,2020,7,החפץ חיים,דירה בבית קומות,2.0,2.0,57.78,1320000
2948,2020,7,ז'בוטינסקי,דירה בבית קומות,2.0,2.0,58.75,1145000
2949,2020,7,הרב גורן,דירה בבית קומות,3.0,5.0,65.4,1950000
2950,2020,7,הברון הירש,דירה בבית קומות,4.0,4.0,124.2,1390000
2951,2020,7,"עגנון ש""י",דירה בבית קומות,3.0,2.0,39.6,1170000
2952,2020,7,צלליכין,דירה בבית קומות,3.0,3.0,68.22,1350000
2953,2020,7,הסחלב,דירה בבית קומות,4.0,1.0,90.0,1550000
2954,2020,7,הפסנתר,דירה בבית קומות,4.0,5.0,97.9,2055000
2955,2020,7,קפלנסקי,דירה בבית קומות,3.0,3.0,70.84,1350000
2956,2020,7,"רש""י",דירה בבית קומות,4.0,2.0,112.0,2050000
2957,2020,7,השריג,דירה בבית קומות,4.0,4.0,99.5,1948000
2958,2020,7,סנש חנה,דירה בבית קומות,2.0,1.0,35.2,1260000
2959,2020,7,משה בן נחמן,דירה בבית קומות,4.0,2.0,87.56,2020000
2960,2020,7,דרור,דירה בבית קומות,2.0,4.0,50.0,1215000
2961,2020,7,העסיס,דירה בבית קומות,3.0,5.0,71.7,1577000
2962,2020,7,המיסדים,דירה בבית קומות,3.5,5.0,84.7,1540000
2963,2020,7,גורדון,דירה בבית קומות,3.0,1.0,57.99,1390000
2964,2020,7,בית לחם,דירה בבית קומות,3.0,3.0,56.49,1500000
2965,2020,7,יהודה הלוי,דירה בבית קומות,3.0,2.0,48.4,1233000
2966,2020,7,האלה,קוטג' חד משפחתי,4.0,1.0,83.0,3320000
2967,2020,7,בית יוסף,דירה בבית קומות,5.0,4.0,99.48,1750000
2968,2020,7,הלפרין,דירה בבית קומות,4.0,3.0,95.53,1830000
2969,2020,7,ראובן ובת שבע,דירה בבית קומות,4.0,8.0,81.51,1488000
2970,2020,7,אריאב חיים,דירה בבית קומות,4.0,3.0,74.0,1420000
2971,2020,6,אריאב חיים,דירה בבית קומות,3.0,2.0,39.6,1290000
2972,2020,6,קלישר,דירה בבית קומות,3.0,1.0,65.0,1610000
2973,2020,6,הצופים,דירה בבית קומות,4.0,4.0,105.01,2010000
2974,2020,6,שניאור זלמן,דירה בבית קומות,3.0,3.0,64.8,1300000
2975,2020,6,החלמונית,דירה בבית קומות,4.0,3.0,97.0,1665000
2976,2020,6,"הרשב""א",דירה בבית קומות,4.0,3.0,81.7,1840000
2977,2020,6,ירושלים,דירה בבית קומות,2.0,4.0,46.3,1310000
2978,2020,6,בלקינד שמשון,דירה,5.0,7.0,116.0,2580000
2979,2020,6,רוזנשטיין מרדכי,דירה בבית קומות,5.0,1.0,150.0,1930000
2980,2020,6,הכורמים,דירה בבית קומות,4.0,3.0,84.0,1820000
2981,2020,6,הזית,דירה בבית קומות,3.0,2.0,64.63,1900000
2982,2020,6,הפרג,דירת גג,3.0,2.0,65.9,1700000
2983,2020,6,קרל נטר,דירה בבית קומות,3.0,3.0,67.84,1515000
2984,2020,6,גיסין,דירה בבית קומות,4.0,1.0,97.14,1600000
2985,2020,6,מבצע נחשון,דירה בבית קומות,3.0,6.0,75.6,1710000
2986,2020,6,שדה נחום,דירה בבית קומות,5.0,4.0,122.57,2500000
2987,2020,6,חיל הצנחנים,דירה בבית קומות,4.0,3.0,88.0,1750000
2988,2020,6,הגדוד העברי,דירה בבית קומות,3.0,5.0,79.0,1740000
2989,2020,6,בוגלה יונה,דירה בבית קומות,5.0,3.0,110.0,2175000
2990,2020,6,ברזילי,דירה בבית קומות,3.0,2.0,63.72,1400000
2991,2020,6,יברבוים,דירה בבית קומות,3.5,4.0,71.55,1825000
2992,2020,6,אנילביץ,דירה בבית קומות,3.0,3.0,47.9,1110000
2993,2020,6,הלפרין,דירה בבית קומות,3.0,1.0,59.5,1520000
2994,2020,6,הגדוד העברי,דירה בבית קומות,3.0,4.0,64.32,1250000
2995,2020,6,התזמורת,דירה בבית קומות,3.0,5.0,68.68,1790000
2996,2020,6,בן סרוק,דירה בבית קומות,4.5,3.0,114.3,2350000
2997,2020,6,פרישמן,דירה בבית קומות,3.0,2.0,70.04,1520000
2998,2020,6,טביב,קוטג' טורי,5.0,1.0,160.0,2800000
2999,2020,6,ראובן ובת שבע,דירה בבית קומות,5.0,2.0,99.47,1720000
3000,2020,6,התזמורת,דירה בבית קומות,3.0,4.0,68.68,1810000
3001,2020,6,חזון איש,דירה בבית קומות,2.5,3.0,54.0,1360000
3002,2020,6,הצופים,דירה בבית קומות,3.0,8.0,78.69,1650000
3003,2020,6,שרירא שמואל,דירה בבית קומות,3.0,3.0,61.01,1220000
3004,2020,6,הרותם,דירה בבית קומות,3.0,3.0,62.1,1365000
3005,2020,6,תרשיש,דירה בבית קומות,4.0,9.0,99.9,2100000
3006,2020,6,פופל מרדכי,דירה בבית קומות,4.0,1.0,88.0,1600000
3007,2020,6,המלחים,דירה בבית קומות,3.0,8.0,71.65,1700000
3008,2020,6,וולפסון,דירה בבית קומות,2.0,2.0,48.03,137000
3009,2020,6,שרירא שמואל,דירה בבית קומות,3.0,2.0,83.84,1550000
3010,2020,6,הדודאים,דירה בבית קומות,4.0,1.0,61.0,1260000
3011,2020,6,תרשיש,דירה בבית קומות,3.0,3.0,75.7,915000
3012,2020,6,עולי הגרדום,דירה בבית קומות,4.0,2.0,77.71,1890000
3013,2020,6,כהן יעקב,דירה בבית קומות,2.0,2.0,38.3,1050000
3014,2020,6,שרירא שמואל,דירה בבית קומות,4.0,2.0,63.1,1650000
3015,2020,6,העסיס,דירה בבית קומות,3.0,3.0,71.7,1525000
3016,2020,6,הרב זינגר,דירה בבית קומות,4.0,0.0,63.7,1499000
3017,2020,6,אלקבץ,דירה בבית קומות,4.0,10.0,94.31,2300000
3018,2020,6,חיל הצנחנים,דירה בבית קומות,4.0,5.0,85.5,1715000
3019,2020,6,"מיש""ר",דירה בבית קומות,5.5,3.0,142.2,3015000
3020,2020,6,יעקובזון,דירה בבית קומות,5.0,4.0,124.47,2230000
3021,2020,6,קרון אהרון,דירה בבית קומות,4.0,7.0,90.0,2655000
3022,2020,6,התזמורת,דירה בבית קומות,4.5,6.0,90.81,2350000
3023,2020,6,ירושלים,דירה בבית קומות,3.0,2.0,63.7,585000
3024,2020,6,הבוצרים,דירה בבית קומות,5.0,4.0,109.3,2150000
3025,2020,6,תנועות הנוער,דירה בבית קומות,4.0,4.0,100.63,1910000
3026,2020,6,חיל התותחנים,דירה בבית קומות,5.0,3.0,125.0,2530000
3027,2020,6,הקוקיה,דירה בבית קומות,5.0,7.0,122.48,2535000
3028,2020,6,מבצע נחשון,דירה בבית קומות,4.0,4.0,75.6,1700000
3029,2020,6,פינשטיין יונה צבי,דירה בבית קומות,4.0,7.0,94.6,1800000
3030,2020,6,אלרואי,דירה בבית קומות,3.0,3.0,49.0,1200000
3031,2020,6,"תרמ""ב",דירה בבית קומות,3.0,17.0,78.4,1920000
3032,2020,6,דרור,דירה בבית קומות,2.5,3.0,60.35,1255000
3033,2020,6,היצהר,דירה בבית קומות,4.0,2.0,95.1,2120000
3034,2020,6,הבשן,דירה בבית קומות,5.0,2.0,127.0,2500000
3035,2020,6,האחים סולימן,דירה בבית קומות,4.0,1.0,93.3,1960000
3036,2020,6,וולפסון,דירה בבית קומות,3.5,2.0,84.99,1690000
3037,2020,6,יהודה לייב,דירה בבית קומות,4.0,7.0,81.0,820000
3038,2020,6,שפינוזה,דירה בבית קומות,3.0,2.0,58.0,1240000
3039,2020,6,העסיס,דירה בבית קומות,4.0,1.0,99.2,1340000
3040,2020,6,הקוקיה,דירה בבית קומות,4.0,7.0,90.29,2090000
3041,2020,6,הכובש,דירה בבית קומות,4.0,1.0,82.45,1400000
3042,2020,6,"אח""י להב",דירה בבית קומות,4.0,18.0,92.27,2950000
3043,2020,6,גבעתי,דירה בבית קומות,5.0,2.0,106.3,1550000
3044,2020,6,צמיר אלימלך,דירה בבית קומות,3.0,1.0,76.82,150000
3045,2020,6,קפלנסקי,דירה בבית קומות,3.0,1.0,58.0,1450000
3046,2020,6,דרור,דירה בבית קומות,4.0,5.0,71.43,1469000
3047,2020,6,עין הקורא,דירה בבית קומות,3.0,3.0,68.2,1200000
3048,2020,6,הדגל העברי,דירה בבית קומות,4.0,4.0,98.13,2150000
3049,2020,6,הסמדר,דירה בבית קומות,3.0,4.0,81.6,1700000
3050,2020,6,האחים זיגר,דירה בבית קומות,4.0,1.0,75.27,1670000
3051,2020,6,השריג,דירה בבית קומות,5.0,7.0,118.5,2310000
3052,2020,6,הגיתית,דירה בבית קומות,3.0,4.0,67.0,1865000
3053,2020,6,מוהליבר,דירה בבית קומות,4.0,4.0,98.98,1755000
3054,2020,6,סולד,דירה בבית קומות,3.0,1.0,63.0,1525000
3055,2020,6,נגבה,דירה בבית קומות,4.0,3.0,84.0,1750000
3056,2020,6,ליבין יוסף וריסיה,דירה בבית קומות,4.0,1.0,111.3,2320000
3057,2020,6,גלילי ישראל,דירה בבית קומות,5.0,10.0,130.0,3300000
3058,2020,6,סופר יעקב,דירה בבית קומות,4.0,4.0,109.04,1860000
3059,2020,6,גלילי ישראל,דירה בבית קומות,5.0,2.0,122.0,2650000
3060,2020,6,אבן גבירול,דירת גן,5.0,0.0,115.1,3180000
3061,2020,6,גיסין,דירה בבית קומות,3.0,2.0,67.02,1450000
3062,2020,6,חמדיה,דירה בבית קומות,3.0,3.0,65.0,1565000
3063,2020,6,גרינשפן הרשל,דירה בבית קומות,5.0,1.0,123.0,2175000
3064,2020,6,גולדה מאיר,דירה בבית קומות,3.0,3.0,98.6,2170000
3065,2020,6,המעיין,דירה בבית קומות,4.0,1.0,89.81,1950000
3066,2020,6,וולפסון,דירה בבית קומות,3.0,3.0,62.77,1530000
3067,2020,6,נחמיה,קוטג' דו משפחתי,5.0,1.0,258.0,6720000
3068,2020,6,גינוסר,דירה בבית קומות,4.5,1.0,96.7,1950000
3069,2020,6,האיריס,דירה בבית קומות,3.0,5.0,68.78,1570000
3070,2020,6,התזמורת,דירה בבית קומות,3.0,3.0,70.21,1760000
3071,2020,6,כתריאל,דירה בבית קומות,4.0,3.0,125.5,2480000
3072,2020,6,חיל הצנחנים,דירה בבית קומות,3.0,2.0,68.0,1480000
3073,2020,6,הסחלב,דירה בבית קומות,3.0,3.0,58.3,1430000
3074,2020,6,"ביל""ו",דירה בבית קומות,3.0,2.0,68.14,1380000
